"value","trajectory_step","iteration_number","concept","vector_index"
0.631508946418762,"0","0","constraint_loss",0
0.462222307920456,"0","0","step_loss",0
0,"0","0","x",1
0,"0","0","x",2
0,"0","0","x",3
1.13509702682495,"0","0","u",1
0.691115617752075,"0","0","u",2
0,"0","0","new_x",1
0.113509707152843,"0","0","new_x",2
0.0938967391848564,"0","0","new_x",3
0.603143990039825,"0","1","constraint_loss",0
0.457619935274124,"0","1","step_loss",0
0,"0","1","x",1
0.113509707152843,"0","1","x",2
0.0938967391848564,"0","1","x",3
1.36591184139252,"0","1","u",1
0.276086509227753,"0","1","u",2
0.0128066288307309,"0","1","new_x",1
0.249499201774597,"0","1","new_x",2
0.132596015930176,"0","1","new_x",3
0.601906001567841,"0","2","constraint_loss",0
0.452449411153793,"0","2","step_loss",0
0.0128066288307309,"0","2","x",1
0.249499201774597,"0","2","x",2
0.132596015930176,"0","2","x",3
1.51135587692261,"0","2","u",1
0.128587961196899,"0","2","u",2
0.0327879339456558,"0","2","new_x",1
0.399308145046234,"0","2","new_x",2
0.15213805437088,"0","2","new_x",3
0.601304233074188,"0","3","constraint_loss",0
0.447007328271866,"0","3","step_loss",0
0.0327879339456558,"0","3","x",1
0.399308145046234,"0","3","x",2
0.15213805437088,"0","3","x",3
1.58562541007996,"0","3","u",1
0.0722699984908104,"0","3","u",2
0.0568183809518814,"0","3","new_x",1
0.556039214134216,"0","3","new_x",2
0.163617357611656,"0","3","new_x",3
0.601087689399719,"0","4","constraint_loss",0
0.44144994020462,"0","4","step_loss",0
0.0568183809518814,"0","4","x",1
0.556039214134216,"0","4","x",2
0.163617357611656,"0","4","x",3
1.6220076084137,"0","4","u",1
0.054553359746933,"0","4","u",2
0.0832389891147614,"0","4","new_x",1
0.71607369184494,"0","4","new_x",2
0.17247474193573,"0","4","new_x",3
0.601006925106049,"0","5","constraint_loss",0
0.435851246118546,"0","5","step_loss",0
0.0832389891147614,"0","5","x",1
0.71607369184494,"0","5","x",2
0.17247474193573,"0","5","x",3
1.63934850692749,"0","5","u",1
0.0549536235630512,"0","5","u",2
0.111373633146286,"0","5","new_x",1
0.877576231956482,"0","5","new_x",2
0.181492641568184,"0","5","new_x",3
0.600976645946503,"0","6","constraint_loss",0
0.430242270231247,"0","6","step_loss",0
0.111373633146286,"0","6","x",1
0.877576231956482,"0","6","x",2
0.181492641568184,"0","6","x",3
1.64720332622528,"0","6","u",1
0.0641534924507141,"0","6","u",2
0.141105309128761,"0","6","new_x",1
1.03959107398987,"0","6","new_x",2
0.192074552178383,"0","6","new_x",3
0.600967586040497,"0","7","constraint_loss",0
0.424632966518402,"0","7","step_loss",0
0.141105309128761,"0","7","x",1
1.03959107398987,"0","7","x",2
0.192074552178383,"0","7","x",3
1.65035498142242,"0","7","u",1
0.0776619464159012,"0","7","u",2
0.172609880566597,"0","7","new_x",1
1.20159161090851,"0","7","new_x",2
0.20491735637188,"0","7","new_x",3
0.6009681224823,"0","8","constraint_loss",0
0.419023066759109,"0","8","step_loss",0
0.172609880566597,"0","8","x",1
1.20159161090851,"0","8","x",2
0.20491735637188,"0","8","x",3
1.65120196342468,"0","8","u",1
0.0932597815990448,"0","8","u",2
0.206209570169449,"0","8","new_x",1
1.36325716972351,"0","8","new_x",2
0.220361232757568,"0","8","new_x",3
0.600973665714264,"0","9","constraint_loss",0
0.413407385349274,"0","9","step_loss",0
0.206209570169449,"0","9","x",1
1.36325716972351,"0","9","x",2
0.220361232757568,"0","9","x",3
1.65095138549805,"0","9","u",1
0.109836965799332,"0","9","u",2
0.242296427488327,"0","9","new_x",1
1.52436006069183,"0","9","new_x",2
0.238568052649498,"0","9","new_x",3
0.600981652736664,"0","10","constraint_loss",0
0.40777912735939,"0","10","step_loss",0
0.242296427488327,"0","10","x",1
1.52436006069183,"0","10","x",2
0.238568052649498,"0","10","x",3
1.65021288394928,"0","10","u",1
0.126838356256485,"0","10","u",2
0.281292855739594,"0","10","new_x",1
1.68470752239227,"0","10","new_x",2
0.259612053632736,"0","10","new_x",3
0.600991249084473,"0","11","constraint_loss",0
0.402131021022797,"0","11","step_loss",0
0.281292855739594,"0","11","x",1
1.68470752239227,"0","11","x",2
0.259612053632736,"0","11","x",3
1.64929842948914,"0","11","u",1
0.143988192081451,"0","11","u",2
0.323631286621094,"0","11","new_x",1
1.8441104888916,"0","11","new_x",2
0.283525496721268,"0","11","new_x",3
0.601001679897308,"0","12","constraint_loss",0
0.396456301212311,"0","12","step_loss",0
0.323631286621094,"0","12","x",1
1.8441104888916,"0","12","x",2
0.283525496721268,"0","12","x",3
1.64836752414703,"0","12","u",1
0.161147251725197,"0","12","u",2
0.369743078947067,"0","12","new_x",1
2.002366065979,"0","12","new_x",2
0.310320824384689,"0","12","new_x",3
0.601012647151947,"0","13","constraint_loss",0
0.390749007463455,"0","13","step_loss",0
0.369743078947067,"0","13","x",1
2.002366065979,"0","13","x",2
0.310320824384689,"0","13","x",3
1.6474996805191,"0","13","u",1
0.178242146968842,"0","13","u",2
0.42005181312561,"0","13","new_x",1
2.15924692153931,"0","13","new_x",2
0.340001195669174,"0","13","new_x",3
0.601024091243744,"0","14","constraint_loss",0
0.385004609823227,"0","14","step_loss",0
0.42005181312561,"0","14","x",1
2.15924692153931,"0","14","x",2
0.340001195669174,"0","14","x",3
1.64673471450806,"0","14","u",1
0.19523398578167,"0","14","u",2
0.474968463182449,"0","14","new_x",1
2.31449365615845,"0","14","new_x",2
0.372565865516663,"0","14","new_x",3
0.601035952568054,"0","15","constraint_loss",0
0.37921991944313,"0","15","step_loss",0
0.474968463182449,"0","15","x",1
2.31449365615845,"0","15","x",2
0.372565865516663,"0","15","x",3
1.64609253406525,"0","15","u",1
0.212102025747299,"0","15","u",2
0.534887313842773,"0","15","new_x",1
2.46781015396118,"0","15","new_x",2
0.408012986183167,"0","15","new_x",3
0.601048111915588,"0","16","constraint_loss",0
0.373393535614014,"0","16","step_loss",0
0.534887313842773,"0","16","x",1
2.46781015396118,"0","16","x",2
0.408012986183167,"0","16","x",3
1.64558243751526,"0","16","u",1
0.228834539651871,"0","16","u",2
0.600181758403778,"0","16","new_x",1
2.6188600063324,"0","16","new_x",2
0.446340948343277,"0","16","new_x",3
0.601060628890991,"0","17","constraint_loss",0
0.367525845766068,"0","17","step_loss",0
0.600181758403778,"0","17","x",1
2.6188600063324,"0","17","x",2
0.446340948343277,"0","17","x",3
1.64520835876465,"0","17","u",1
0.245424345135689,"0","17","u",2
0.671200096607208,"0","17","new_x",1
2.76726317405701,"0","17","new_x",2
0.487549066543579,"0","17","new_x",3
0.601073503494263,"0","18","constraint_loss",0
0.36161932349205,"0","18","step_loss",0
0.671200096607208,"0","18","x",1
2.76726317405701,"0","18","x",2
0.487549066543579,"0","18","x",3
1.64497101306915,"0","18","u",1
0.261865109205246,"0","18","u",2
0.748260736465454,"0","18","new_x",1
2.91259360313416,"0","18","new_x",2
0.53163754940033,"0","18","new_x",3
0.601086735725403,"0","19","constraint_loss",0
0.355678558349609,"0","19","step_loss",0
0.748260736465454,"0","19","x",1
2.91259360313416,"0","19","x",2
0.53163754940033,"0","19","x",3
1.64486873149872,"0","19","u",1
0.278150737285614,"0","19","u",2
0.831646621227264,"0","19","new_x",1
3.05437779426575,"0","19","new_x",2
0.578607320785522,"0","19","new_x",3
0.634099006652832,"1","0","constraint_loss",0
0.462052762508392,"1","0","step_loss",0
0,"1","0","x",1
0,"1","0","x",2
0,"1","0","x",3
1.18650317192078,"1","0","u",1
0.710870027542114,"1","0","u",2
0,"1","0","new_x",1
0.118650317192078,"1","0","new_x",2
0.102162972092628,"1","0","new_x",3
0.604134023189545,"1","1","constraint_loss",0
0.456829816102982,"1","1","step_loss",0
0,"1","1","x",1
0.118650317192078,"1","1","x",2
0.102162972092628,"1","1","x",3
1.5375941991806,"1","1","u",1
0.337167829275131,"1","1","u",2
0.0156812090426683,"1","1","new_x",1
0.271608024835587,"1","1","new_x",2
0.156063884496689,"1","1","new_x",3
0.602250695228577,"1","2","constraint_loss",0
0.45047202706337,"1","2","step_loss",0
0.0156812090426683,"1","2","x",1
0.271608024835587,"1","2","x",2
0.156063884496689,"1","2","x",3
1.82468092441559,"1","2","u",1
0.227094620466232,"1","2","u",2
0.0440424308180809,"1","2","new_x",1
0.451858520507812,"1","2","new_x",2
0.198228761553764,"1","2","new_x",3
0.600814640522003,"1","3","constraint_loss",0
0.443223565816879,"1","3","step_loss",0
0.0440424308180809,"1","3","x",1
0.451858520507812,"1","3","x",2
0.198228761553764,"1","3","x",3
2.04634976387024,"1","3","u",1
0.199159666895866,"1","3","u",2
0.084341824054718,"1","3","new_x",1
0.652486085891724,"1","3","new_x",2
0.239531323313713,"1","3","new_x",3
0.599954068660736,"1","4","constraint_loss",0
0.435203284025192,"1","4","step_loss",0
0.084341824054718,"1","4","x",1
0.652486085891724,"1","4","x",2
0.239531323313713,"1","4","x",3
2.23290514945984,"1","4","u",1
0.204774498939514,"1","4","u",2
0.137316912412643,"1","4","new_x",1
0.869401454925537,"1","4","new_x",2
0.285905539989471,"1","4","new_x",3
0.599383652210236,"1","5","constraint_loss",0
0.426453232765198,"1","5","step_loss",0
0.137316912412643,"1","5","x",1
0.869401454925537,"1","5","x",2
0.285905539989471,"1","5","x",3
2.40166807174683,"1","5","u",1
0.225822314620018,"1","5","u",2
0.20505028963089,"1","5","new_x",1
1.09981906414032,"1","5","new_x",2
0.34108167886734,"1","5","new_x",3
0.598992764949799,"1","6","constraint_loss",0
0.416977494955063,"1","6","step_loss",0
0.20505028963089,"1","6","x",1
1.09981906414032,"1","6","x",2
0.34108167886734,"1","6","x",3
2.56123924255371,"1","6","u",1
0.25412905216217,"1","6","u",2
0.290725439786911,"1","6","new_x",1
1.34118854999542,"1","6","new_x",2
0.407608568668365,"1","6","new_x",3
0.598754584789276,"1","7","constraint_loss",0
0.406769692897797,"1","7","step_loss",0
0.290725439786911,"1","7","x",1
1.34118854999542,"1","7","x",2
0.407608568668365,"1","7","x",3
2.71581268310547,"1","7","u",1
0.285752296447754,"1","7","u",2
0.39838433265686,"1","7","new_x",1
1.59051954746246,"1","7","new_x",2
0.487397164106369,"1","7","new_x",3
0.598680257797241,"1","8","constraint_loss",0
0.395834922790527,"1","8","step_loss",0
0.39838433265686,"1","8","x",1
1.59051954746246,"1","8","x",2
0.487397164106369,"1","8","x",3
2.86740517616272,"1","8","u",1
0.318747490644455,"1","8","u",2
0.532672882080078,"1","8","new_x",1
1.84387052059174,"1","8","new_x",2
0.582021534442902,"1","8","new_x",3
0.598802387714386,"1","9","constraint_loss",0
0.384211122989655,"1","9","step_loss",0
0.532672882080078,"1","9","x",1
1.84387052059174,"1","9","x",2
0.582021534442902,"1","9","x",3
3.01695084571838,"1","9","u",1
0.352146238088608,"1","9","u",2
0.698518812656403,"1","9","new_x",1
2.09589242935181,"1","9","new_x",2
0.692883193492889,"1","9","new_x",3
0.599169552326202,"1","10","constraint_loss",0
0.371993750333786,"1","10","step_loss",0
0.698518812656403,"1","10","x",1
2.09589242935181,"1","10","x",2
0.692883193492889,"1","10","x",3
3.16484642028809,"1","10","u",1
0.385451644659042,"1","10","u",2
0.900676012039185,"1","10","new_x",1
2.33939814567566,"1","10","new_x",2
0.821296215057373,"1","10","new_x",3
0.599844515323639,"1","11","constraint_loss",0
0.359362900257111,"1","11","step_loss",0
0.900676012039185,"1","11","x",1
2.33939814567566,"1","11","x",2
0.821296215057373,"1","11","x",3
3.31122756004333,"1","11","u",1
0.418391197919846,"1","11","u",2
1.1430675983429,"1","11","new_x",1
2.56498312950134,"1","11","new_x",2
0.968528032302856,"1","11","new_x",3
0.600904405117035,"1","12","constraint_loss",0
0.346613556146622,"1","12","step_loss",0
1.1430675983429,"1","12","x",1
2.56498312950134,"1","12","x",2
0.968528032302856,"1","12","x",3
3.45610213279724,"1","12","u",1
0.4508136510849,"1","12","u",2
1.42786860466003,"1","12","new_x",1
2.76077580451965,"1","12","new_x",2
1.13582372665405,"1","12","new_x",3
0.602442741394043,"1","13","constraint_loss",0
0.334185928106308,"1","13","step_loss",0
1.42786860466003,"1","13","x",1
2.76077580451965,"1","13","x",2
1.13582372665405,"1","13","x",3
3.59940099716187,"1","13","u",1
0.482656806707382,"1","13","u",2
1.75429165363312,"1","13","new_x",1
2.9124493598938,"1","13","new_x",2
1.32442963123322,"1","13","new_x",3
0.604573726654053,"1","14","constraint_loss",0
