"value","trajectory_step","iteration_number","concept","vector_index"
1.60379552841187,"0","0","u_init",1
1.03153038024902,"0","0","u_init",2
0.2537961602211,"0","0","u_final",1
0.0418463759124279,"0","0","u_final",2
1.40098643302917,"0","0","loss_u",NA
6.62560939788818,"0","0","constraint_loss",0
4.60571670532227,"0","0","step_loss",0
0,"0","0","x",1
0,"0","0","x",2
0,"0","0","x",3
0.2537961602211,"0","0","u",1
0.0418463759124279,"0","0","u",2
0,"0","0","new_x",1
0.025379616767168,"0","0","new_x",2
0.00106266525108367,"0","0","new_x",3
1.15977597236633,"0","1","u_init",1
0.125246271491051,"0","1","u_init",2
0.45977646112442,"0","1","u_final",1
0.0174693427979946,"0","1","u_final",2
0.250807583332062,"0","1","loss_u",NA
6.20632362365723,"0","1","constraint_loss",0
4.61476707458496,"0","1","step_loss",0
0,"0","1","x",1
0.025379616767168,"0","1","x",2
0.00106266525108367,"0","1","x",3
0.45977646112442,"0","1","u",1
0.0174693427979946,"0","1","u",2
4.88588375446852e-05,"0","1","new_x",1
0.0713572353124619,"0","1","new_x",2
0.00186594622209668,"0","1","new_x",3
0.896713614463806,"0","2","u_init",1
0.0978479534387589,"0","2","u_init",2
0.696714341640472,"0","2","u_final",1
0.0269560776650906,"0","2","u_final",2
0.0225126836448908,"0","2","loss_u",NA
6.07726526260376,"0","2","constraint_loss",0
4.60877752304077,"0","2","step_loss",0
4.88588375446852e-05,"0","2","x",1
0.0713572353124619,"0","2","x",2
0.00186594622209668,"0","2","x",3
0.696714341640472,"0","2","u",1
0.0269560776650906,"0","2","u",2
0.00017886191199068,"0","2","new_x",1
0.141028553247452,"0","2","new_x",2
0.00374446995556355,"0","2","new_x",3
0.892363429069519,"0","3","u_init",1
0.0684242248535156,"0","3","u_init",2
0.89236444234848,"0","3","u_final",1
0.0268560014665127,"0","3","u_final",2
0.000863958615809679,"0","3","loss_u",NA
6.04440498352051,"0","3","constraint_loss",0
4.58750867843628,"0","3","step_loss",0
0.00017886191199068,"0","3","x",1
0.141028553247452,"0","3","x",2
0.00374446995556355,"0","3","x",3
0.89236444234848,"0","3","u",1
0.0268560014665127,"0","3","u",2
0.000513004313688725,"0","3","new_x",1
0.230264365673065,"0","3","new_x",2
0.00614158064126968,"0","3","new_x",3
0.986298561096191,"0","4","u_init",1
0.0444501861929893,"0","4","u_init",2
1.08629965782166,"0","4","u_final",1
0.0321995429694653,"0","4","u_final",2
0.0050751487724483,"0","4","loss_u",NA
